STT,Store Code,Store Name,Address,Region,Province,District,Latlong,,
263,442,HAG - 361 Tran hung Dao,"361 Trần Hưng Đạo, Phường 1, Thành phố Vị Thanh, Tỉnh Hậu Giang",Mekong2,Hau Giang,Vi Thanh,"9.7819335, 105.4651295",,
264,443,HCM - 77 Quoc Huong,"Số 77, Đường Quốc Hương, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8073242, 106.7307092",,
265,444,GLA - 347 Quang Trung,"347 Quang Trung, Tổ dân phố 10, Phường An Phú, Thị xã An Khê, Tỉnh Gia Lai.",Highland3,Gia Lai,An Khe,"13.9543237, 108.6642608",,
266,446,HCM - 141 Nguyen Hong,"141 Nguyên Hồng, Phường 01, Quận Gò Vấp, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Go Vap,"10.8189426, 106.6902369",,
267,447,HCM - 396 Le Van Sy,"396 Lê Văn Sỹ, Phường 14, Quận 3, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 3,"10.7885276, 106.6768186",,
268,448,BVT - 62 Nguyen Huu Tho,"62 Nguyễn Hữu Thọ, Phường Phước Trung, Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu.",SouthEast2,Ba Ria - Vung Tau,Ba Ria,"10.4913548, 107.1736616",,
269,449,BTH - 324 Tran Hung Dao,"324 Trần Hưng Đạo, Khu phố 1, Phường Đức Thắng, Thành phố Phan Thiết, Tỉnh Bình Thuận",Central1,Binh Thuan,Phan Thiet,"10.9248919, 108.098932",,
270,452,BTH - 200 Thủ Khoa Huân,"200 Thủ Khoa Huân, Phường Phú Thủy, Thành phố Phan Thiết, Tỉnh Bình Thuận",Central1,Binh Thuan,Phan Thiet,"10.9324568, 108.1113612",,
271,453,BTH - 373 Trần Hưng Đạo,"373 Trần Hưng Đạo, Phường Bình Hưng, Thành phố Phan Thiết, Tỉnh Bình Thuận",Central1,Binh Thuan,Phan Thiet,"10.92818, 108.1047898",,
272,455,HNI - Aeon Mall Hà Đông,"T313 Tầng 3 AEONMALL Hà Đông, Khu đô thị mới Dương Nội, Phường Dương Nội, Quận Hà Đông, Thành phố Hà Nội",North,Ha Noi,Ha Dong,"20.99036, 105.7488845",,
273,459,HCM - 223B Cống Quỳnh,"223B Cống Quỳnh, Nguyễn Cư Trinh, Quận 1, HCM",HCM,Ho Chi Minh,Quan 1,"10.7677595, 106.6854241",,
274,460,HCM - 258-260 Phạm Văn Hai,"258-260 Phạm Văn Hai, Phường 5, Quận Tân Bình, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Binh,"10.7925843, 106.6608817",,
275,461,BDU - 01 Ngô Thời Nhậm,"01 Ngô Thì Nhậm, Phường Dĩ An, Thành phố Dĩ An, Tỉnh Bình Dương",SouthEast2,Binh Duong,Di An,"10.8965622, 106.7670954",,
276,462,TNI - 1186 CMT8,"1186 đường Cách Mạng Tháng Tám, Khu Phố 2, Phường 4, Thành Phố Tây Ninh, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tay Ninh,"11.3065961, 106.1256864",,
277,463,HCM - 744 Phạm Văn Đồng,"744 Phạm Văn Đồng, Khu phố 4, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu duc,"10.8288014, 106.7226725",,
278,464,LAN - 46 Đường Chợ Mới,"46 Đường Chợ Mới, Xã Long Hòa, Huyện Cần Đước, Tỉnh Long An",Mekong1,Long An,Can Duoc,"10.5818234, 106.5897436",,
279,465,LAN - 16 Tỉnh lộ 825,"16 Đường Tỉnh lộ 825, Ấp Bình Tả 2, Xã Đức Hòa Hạ, Huyện Đức Hòa, Tỉnh Long An.",Mekong1,Long An,Duc Hoa,"10.7978438, 106.4710155",,
280,467,HCM - 77 - 79 An Dương Vương,"77 - 79 An Dương Vương, Phường 8, quận 5, TPHCM",HCM,Ho Chi Minh,Quan 5,"10.7568457, 106.671195",,
281,468,HCM - 88/4 Nguyễn Ảnh Thủ,"88/4 Nguyễn Ảnh Thủ, Ấp Tây Lân, Xã Bà Điểm, Huyện Hóc Môn, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Hoc Mon,"10.8459868, 106.6000199",,
282,469,BDU - 67/13 Đường ĐT743,"67/13 đường DT743, Khu phố Bình Phước B, Phường Bình Chuẩn, Thành phố Thuận An, Tỉnh Bình Dương",SouthEast2,Binh Duong,Thuan An,"10.9785435, 106.73395",,
283,470,DON - Trần Văn Xã,"2/11 Trần Văn Xã, Khu Phố 5, Phường Trảng Dài, Thành phố Biên Hòa, Tỉnh Đồng Nai",SouthEast2,Dong nai,Bien Hoa,"10.9889427, 106.8575898",,
284,471,CMA - 4B - 5 Hùng Vương,"4B-5 Hùng Vương, Khóm 4, Phường 7, TP.Cà Mau, Cà Mau",Mekong2,Ca Mau,Ca Mau,"9.1748653, 105.1500758",,
285,472,VLO - 64/6D Trần Phú,"64/6D Trần Phú, Phường 4, Thành phố Vĩnh Long, Tỉnh Vĩnh Long",Mekong2,Vinh Long,Vinh Long,"10.2340586, 105.9888429",,
286,473,DNA - 842- 844 Tôn Đức Thắng,"842 - 844 Tôn Đức Thắng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Thành phố Đà Nẵng",Central2,Da Nang,Lien Chieu,"16.0695207, 108.1515821",,
287,474,TVI - 12 Điện Biên Phủ,"12 Điện Biên Phủ, Phường 06, Thành phố Trà Vinh, Tỉnh Trà Vinh",Mekong2,Tra Vinh,Tra Vinh,"9.9352652, 106.3414498",,
288,475,TGI - 210 Đường Tỉnh 875,"210 Đường Tỉnh 875, tổ 18, khu 3, Thị Trấn Cái Bè, Huyện Cái Bè, Tỉnh Tiền Giang",Mekong1,Tien Giang,Cai Be,"10.3385731, 106.0334033",,
289,476,HCM - 307 Nguyễn Sơn,"307 Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Phu,"10.7839176, 106.6225796",,
290,477,BDU - 30/2 ĐT 743,"30/2 ĐT 743, Khu phố Bình Quới A, Phường Bình Chuẩn, Thành phố Thuận An, Tỉnh Bình Dương.",SouthEast2,Binh Duong,Thuan An,"10.9523405, 106.6904879",,
291,480,BDU - 02 Lê Hồng Phong,"02 Lê Hồng Phong, Khu Phố Đông Thành, Phường Tân Đông Hiệp, Thành Phố Dĩ An, Tỉnh Bình Dương",SouthEast2,Binh Duong,Di An,"10.9267633, 106.759625",,
292,490,DON - 58 Đồng Khởi,"58 Đồng Khởi, Khu phố 11, Phường Tân Phong, Thành phố Biên Hòa, Tỉnh Đồng Nai.",SouthEast2,Dong nai,Bien Hoa,"10.9819313, 106.8475336",,
293,492,HCM - 37 Trần Phú Cương,"37 Trần Phú Cương, Phường 5, Quận Gò Vấp, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Go Vap,"10.8243787, 106.6869077",,
294,493,HCM - 16 Nguyễn Văn Thương,"16 Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Thanh,"10.8002955, 106.7200657",,
295,494,NAN - 83 Nguyễn Văn Cừ,"83 Nguyễn Văn Cừ, Khối 2 Phường Trường Thi, Thành phố Vinh, Tỉnh Nghệ An",North,Nghe An,Vinh,"18.6757049, 105.6870101",,
296,496,TGI - 458/2 Quốc Lộ 1A,"458/2 Quốc Lộ 1A, Ấp Tân Phong, Xã Tân Lý Tây, Huyện Châu Thành, Tỉnh Tiền Giang",Mekong1,Tien Giang,Chau Thanh,"10.4636172, 106.3516681",,
297,497,BVT - 305 Nguyễn An Ninh,"305 Nguyễn An Ninh, phường 09, TP. Vũng Tàu , Tỉnh Bà Rịa-Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Vung Tau,"10.3621958, 107.0949818",,
298,498,HCM - 470 Hồ Học Lãm,"470 Hồ Học Lãm, Khu phố 3, Phường An Lạc, Quận Bình Tân",HCM,Ho Chi Minh,Binh Tan,"10.7278729, 106.607637",,
299,501,HCM - 786 Nguyễn Văn Tạo,"786 Nguyễn Văn Tạo, Ấp 1, Xã Hiệp Phước, Huyện Nhà Bè, Thành phố Hồ Chí Minh.",HCM,Ho Chi Minh,Nha Be,"10.6322861, 106.7356534",,
300,502,BDU - 533/12B KP Đông Thành,"533/12B Khu phố Đông Thành, Phường Tân Đông Hiệp, Thành phố Dĩ An, Tỉnh Bình Dương",SouthEast2,Binh Duong,Di An,"10.9267633, 106.759625",,
301,503,DON - F7/1 - F7/2 Quốc Lộ 51,"F7/1 - F7/2 Quốc Lộ 51, Khu Phố 1, Phường Long Bình Tân, Thành phố Biên Hòa, Tỉnh Đồng Nai",SouthEast2,Dong nai,Bien Hoa,"10.9018678, 106.8523277",,
302,504,HCM - 401 Nơ Trang Long,"401 Nơ Trang Long, Phường 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Thanh,"10.8201438, 106.7037947",,
303,505,HCM - 179 Độc Lập,"179 Độc Lập, Phường Tân Quý, Quận Tân Phú, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Phu,"10.7928284, 106.6286604",,
304,506,HAP - 2 - 4 Cầu Đất,"2 - 4 Cầu Đất, phường Cầu Đất, Ngô Quyền, Thành phố Hải Phòng",North,Hai Phong,Ngo Quyen,"20.8556792, 106.6817116",,
305,507,DON - 450 Lý Thái Tổ,"450 Lý Thái Tổ, Ấp Bến Cam, Xã Phước Thiền, Huyện Nhơn Trạch, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Nhon Trach,"10.7575345, 106.922809",,
306,509,CMA - Nguyễn Tất Thành,"Nguyễn Tất Thành, Khóm 2, Thị Trấn Năm Căn, Huyện Năm Căn, Tỉnh Cà Mau",Mekong2,Ca Mau,Nam Can,"8.759819499999999, 104.9941266",,
307,510,BVT - 6 - 8 Huỳnh Minh Thạnh,"6 – 8 đường Huỳnh Minh Thạnh, Thị trấn Phước Bửu, Huyện Xuyên Mộc, Tỉnh Bà Rịa – Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Xuyen Moc,"10.5347981, 107.3993437",,
308,512,TGI - 39B Quốc Lộ 50,"39B Quốc Lộ 50, Khu phố 5, Thị trấn Vĩnh Bình, Huyện Gò Công Tây, Tỉnh Tiền Giang",Mekong1,Tien Giang,Go Cong Tay,"10.3572335, 106.5809164",,
309,513,BDU - 626 Cách Mạng Tháng Tám,"626 Cách Mạng Tháng Tám, Phú Cường, Thành phố Thủ Dầu Một, Tỉnh Bình Dương",SouthEast2,Binh Duong,Thu Dau Mot,"10.9750882, 106.6583298",,
310,514,BDU - 14 Nguyễn Du,"14 Nguyễn Du, Phường Bình Hòa, Thành Phố Thuận An, Tỉnh Bình Dương",SouthEast2,Binh Duong,Thuan An,"10.9211701, 106.7336178",,
311,519,HCM - 212-214A Bình Long,"212-214A, đường Bình Long, Phường Phú Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Phu,"10.780506, 106.620311",,
312,520,QNG - 2 Hai Bà Trưng,"2 Hai Bà Trưng, phường Lê Hồng Phong, Thành Phố Quảng Ngãi, tỉnh Quảng Ngãi.",Central2,Quang Ngai,Quang Ngai,"15.1328489, 108.8012606",,
313,521,HCM - 742 - 744 Tỉnh Lộ 43,"742 - 744 Tỉnh Lộ 43, Khu phố 3, Phường Bình Chiểu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8722396, 106.7332851",,
314,522,TNI - 410 Quốc lộ 22B,"410 Quốc lộ 22B, Khu phố Nội ô A, Thị trấn Gò Dầu, Huyện Gò Dầu, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Go Dau,"11.0840017, 106.2653655",,
315,523,LAN - 185 Phan Văn Mãng,"185 Phan Văn Mãng, Khu phố 9, Thị trấn Bến Lức, Huyện Bến Lức, Long An",Mekong1,Long An,Ben Luc,"10.6272719, 106.4948521",,
316,524,TNI - 232 Cách Mạng Tháng Tám,"232 Cách Mạng Tháng Tám, Khu phố 1, Phường 2, Thành Phố Tây Ninh, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tay Ninh,"11.3161464, 106.0907472",,
317,525,HCM - B5/4A-B5/5 Trần Đại Nghĩa,"B5/4A-B5/5 Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Chanh,"10.7289985, 106.5833578",,
318,526,LAN - 105 - 107 Quốc Lộ 50,"105 - 107 Quốc Lộ 50, Thị trấn Cần Giuộc, Huyện Cần Giuộc, Tỉnh Long An",Mekong1,Long An,Can Giuoc,"10.6061136, 106.6713064",,
319,527,HCM - 48A An Dương Vương,"48A An Dương Vương, Phường 16, Quận 8, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 8,"10.7254818, 106.6262545",,
320,532,KHO - B5-B6 Chung cư Vĩnh Phước,"B5 - B6 (tầng 1) Chung cư Vĩnh Phước, Đường 2/4, Phường Vĩnh Phước, Thành phố Nha Trang, Tỉnh Khánh Hòa.",Central1,Khanh Hoa,Nha Trang,"12.2738468, 109.1977172",,
321,533,LAN - 30 Quốc Lộ 1A,"30 Quốc Lộ 1A, Phường 5, Thành phố Tân An, Tỉnh Long An.",Mekong1,Long An,Tan An,"10.5644085, 106.4210317",,
322,534,HCM - 1355 Tỉnh lộ 10,"1355 Tỉnh lộ 10, Khu phố 2, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Tan,"10.7566836, 106.5891899",,
323,535,DON - 537 Cách Mạng Tháng Tám,"537 Cách Mạng Tháng Tám, Phường Hòa Bình, Thành phố Biên Hòa, Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.9524409, 106.8081777",,
324,536,BDU - 81 Đại lộ Bình Dương,"81 Đại lộ Bình Dương, Phường Phú Thọ, Thành phố Thủ Dầu Một, Tỉnh Bình Dương",SouthEast2,Binh Duong,Thu Dau Mot,"10.9663432, 106.6828231",,
325,537,BDU - 416 Cách Mạng Tháng Tám,"416 Cách Mạng Tháng Tám, Phường Phú Cường, Thành phố Thủ Dầu Một, Tỉnh Bình Dương",SouthEast2,Binh Duong,Thu Dau Mot,"10.9836878, 106.6525143",,
326,538,DON - 2227 Quốc Lộ 1A,"2227 đường Quốc Lộ 1A, Xã Hố Nai 3, Huyện Trảng Bom, Tỉnh Đồng Nai.",SouthEast2,Dong Nai,Trang Bom,"10.9476577, 106.9844904",,
327,539,LAN - 23 DT823,"23 DT823, Ấp Đức Hạnh 2, Xã Đức Lập Hạ, Huyện Đức Hòa, Tỉnh Long An.",Mekong1,Long An,Duc Hoa,"10.9139811, 106.4288285",,
328,540,LDO - 321 đường 2/4,"321 đường 2/4, Thị trấn Thạnh Mỹ, Huyện Đơn Dương, Tỉnh Lâm Đồng.",Highland1,Lam Dong,Don Duong,"11.7601669, 108.4841312",,
329,541,TNI - Quốc Lộ 22,"Quốc Lộ 22, Tổ 6, Khu phố An Bình, Phường An Tịnh, Thị xã Trảng Bàng, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Trang Bang,"11.0270819, 106.3800548",,
330,542,HCM - 510 Nguyễn Thị Minh Khai,"510 Nguyễn Thị Minh Khai, Phường 2, Quận 3, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 3,"10.7659346, 106.681936",,
331,543,KGI - Lô 1 Đường số 8,"Lô 1 Đường số 8, Khu phố Thị Tứ, Thị trấn Sóc Sơn, Huyện Hòn Đất, Tỉnh Kiên Giang",Mekong2,Kien Giang,Hon Dat,"10.1070034, 105.0148322",,
332,545,HCM - 304B Trường Chinh,"304B Trường Chinh, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Binh,"10.7979697, 106.6441671",,
333,546,HCM - 140 Lý Thường Kiệt,"140 Lý Thường Kiệt, Phường 7, Quận 10, Thành phố Hồ Chí Minh.",HCM,Ho Chi Minh,Quan 10,"10.7636796, 106.6601795",,
334,547,LDO - 21-22 Quốc Lộ 20,"21-22 Quốc Lộ 20, Thôn 2, Xã Hòa Ninh, Huyện Di Linh, Tỉnh Lâm Đồng",Highland1,Lam Dong,Di Linh,"11.5376025, 107.9534507",,
335,548,AGI - 3855 - 3857 BẠCH ĐẰNG,"3855 - 3857 Đường Bạch Đằng, Ấp An Hưng, Thị trấn An Phú, Huyện An Phú, Tỉnh An Giang",Mekong2,An Giang,An Phu,"10.7885968, 105.0937378",,
336,549,LDO - 19-21 Thống Nhất,"19-21 Thống Nhất, Thị trấn Liên Nghĩa, Huyện Đức Trọng, Tỉnh Lâm Đồng",Highland1,Lam Dong,Duc Trong,"11.7360004, 108.3742356",,
337,550,BDU - Lô CC1,"Lô CC1, đường N1, P. Mỹ Phước, TX. Bến Cát, Bình Dương",SouthEast2,Binh Duong,Ben Cat,"11.1261874, 106.6065502",,
338,552,BDU - 107 đường số 8,"107 đường số 8 KDC Hiệp Thành 3, Thủ Dầu Một, Bình Dương",SouthEast2,Binh Duong,Thu Dau Mot,"11.0000107, 106.6690409",,
339,553,HCM - 2167/1B Vườn Lài,"2167/1B Vườn Lài, Khu phố 1, Phường An Phú Đông, Quận 12, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 12,"10.8475592, 106.6950283",,
340,554,TNI - 129 Tôn Đức Thắng,"129 Tôn Đức Thắng, Khu phố 1, thị trấn Tân Châu, Huyện Tân Châu, tỉnh Tây Ninh.",SouthEast1,Tay Ninh,Tan Chau,"11.5529993, 106.1616717",,
341,555,BDU - Lô DC37 Đường D33,"Ô 06-07-08, Lô DC37, Đường D33, KDC Việt Sing, Phường An Phú, Thành phố Thuận An, Tỉnh Bình Dương",SouthEast2,Binh Duong,Thuan An,"10.9423882, 106.7283425",,
342,556,HCM - 79A - 81 đường Hiệp Bình,"79A - 81 đường Hiệp Bình, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8453961, 106.7268549",,
343,557,QNI - 18 Phố Giếng Đồn,"18 Phố Giếng Đồn, phường Trần Hưng Đạo, Thành phố Hạ Long, Quảng Ninh",North,Quang Ninh,Ha Long,"20.9526264, 107.0856767",,
344,558,TNI - 363 Châu Văn Liêm,"363 Châu Văn Liêm, Ấp Hiệp Long, Xã Hiệp Tân, H.Hoà Thành, Tây Ninh",SouthEast1,Tay Ninh,Hoa Thanh,"11.2918705, 106.1244631",,
345,559,HCM - 85-87 Vườn Lài,"85-87 Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Phu,"10.787629, 106.633297",,
346,560,HCM - 1463-1465 Nguyễn Duy Trinh,"1463 - 1465 Nguyễn Duy Trinh, Khu Phố Phước Lai, Phường Trường Thạnh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8062738, 106.821753",,
347,561,BDU - Chợ Phú Chánh A,"Thửa đất số 13, tờ bản đồ 50, Khu tái định cư Phú Chánh, Phường Hòa Phú, Thành phố Thủ Dầu Một, Tỉnh Bình Dương",SouthEast2,Binh Duong,Thu Dau Mot,"11.054353, 106.6885027",,
348,562,HCM - Kho Online Trung Tâm,"tầng 1+ 2, Lô C Chung cư Tân Mỹ, đường Tân Mỹ, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh.",HCM,Ho Chi Minh,Quan 7,"10.7349598, 106.7187647",,
349,563,DON - 2698 Quốc Lộ 1A,"2698 Quốc Lộ 1A, xã Hố Nai 3, huyện Trảng Bom, tỉnh Đồng Nai",SouthEast2,Dong Nai,Trang Bom,"10.9654371, 106.9343517",,
350,564,HCM - 232A-232B Go Xoai,"232A - 232B Gò Xoài, Khu phố 3, Phường Bình Hưng Hòa A, Quận Bình Tân, Thành phố Hồ Chí Minh.",HCM,Ho Chi Minh,Binh Tan,"10.7876362, 106.6048417",,
351,567,DNA - 164 Nui Thanh,"164 Núi Thành, phường Hoà Cường Bắc, Quận Hải Châu, TP Đà Nẵng",Central2,Da Nang,Hai Chau,"16.0462381, 108.2209898",,
352,569,CTO - 41A Le Hong Phong,"41A đường Lê Hồng Phong, phường Bình Thuỷ, Quận Bình Thuỷ, TP Cần Thơ",Mekong2,Can Tho,Binh Thuy,"10.075126, 105.749262",,
353,570,HCM - 178 - 180 Ten Lua,"178-180 Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Tan,"10.746896, 106.612541",,
354,571,HCM - 91/11A Le Loi,"91/11A Lê Lợi, ấp Dân Thắng 2, xã Tân Thới Nhì, huyện Hóc Môn, thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Hoc Mon,"10.892671, 106.5879989",,
355,572,HCM - E9/6A Thoi Hoa,"E9/6A Thới Hòa, Ấp 5A, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Chanh,"10.8296233, 106.5787705",,
356,573,BVT - 288 Truong Cong Dinh,"288 (số cũ 231) Trương Công Định, Phường 3, Thành phố Vũng Tàu, Tỉnh Bà Rịa – Vũng Tàu.",SouthEast2,Ba Ria - Vung Tau,Vung Tau,"10.3507487, 107.0824813",,
357,575,HCM - 2 Tuy Ly Vuong,"2 Tuy Lý Vương, Phường 13, Quận 8, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 8,"10.7443635, 106.6556481",,
358,576,DNA - 824 Ngo Quyen,"824 Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, TP Đà Nẵng",Central2,Da Nang,Son Tra,"16.0789565, 108.2325928",,
359,577,KHO - 2436 Dai Lo Hung Vuong,"2436 Đại Lộ Hùng Vương, tổ dân phố Hương Long, phường Ba Ngòi, thành phố Cam Ranh, tỉnh Khánh Hòa",Central1,Khanh Hoa,Cam Ranh,"11.9129221, 109.1335802",,
360,578,BDU - KP 1A An Phu,"Khu Phố 1A, Phường An Phú, Thành Phố Thuận An, Tỉnh Bình Dương",SouthEast2,Binh Duong,Thuan An,"10.9393589, 106.7495946",,
361,579,KHO - 05 Nguyen Thi Ngoc Oanh,"05 Nguyễn Thị Ngọc Oanh, phường Ninh Hiệp, Thị xã Ninh Hòa, tỉnh Khánh Hòa",Central1,Khanh Hoa,Ninh Hoa,"12.4910687, 109.1262486",,
362,580,KHO - 1067 Le Hong Phong,"1067 Lê Hồng Phong, phường Phước Long, thành phố Nha Trang, tỉnh Khánh Hòa",Central1,Khanh Hoa,Nha Trang,"12.215976, 109.1904924",,
363,582,HCM - 182 Dương Bá Trạc,"182 Dương Bá Trạc, Phường 2, Quận 8, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 8,"10.7469161, 106.6887859",,
364,583,LDO - 143 Phạm Văn Đồng,"143 Phạm Văn Đồng, tổ dân phố 3, thị trấn Cát Tiên, huyện Cát Tiên, tỉnh Lâm Đồng.",Highland1,Lam Dong,Cat Tien,"11.582329, 107.3629589",,
365,584,HCM - D13/40A Pham Van Sang,"D13/40A Phạm Văn Sáng, Ấp 4, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh.",HCM,Ho Chi Minh,Binh Chanh,"10.8332468, 106.5700042",,
366,585,HCM - 425 Tỉnh Lộ 15,"425 Tỉnh Lộ 15, tổ 4, ấp 8, xã Tân Thạnh Đông , huyện Củ Chi, TP HCM",HCM,Ho Chi Minh,Cu Chi,"10.959429, 106.5978779",,
367,586,VLO - Thị trấn Vũng Liêm,"Thửa đất số 311-312, tờ bản đồ số 9, đường Nam Kỳ Khởi Nghĩa, Khóm 2, Thị trấn Vũng Liêm, Huyện Vũng Liêm, Tỉnh Vĩnh Long",Mekong2,Vinh Long,Vung Liem,"10.0869754, 106.189133",,
368,587,TNI - 02-04 Nguyễn Chí Thanh,"02 - 04 đường Nguyễn Chí Thanh, Thị trấn Tân Biên, Huyện Tân Biên, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tan Bien,"11.5428696, 106.0052322",,
369,589,KGI - KP3 TT thứ 11,"khu phố 3, TT Thứ 11, Huyện An Minh, Tỉnh Kiên Giang.",Mekong2,Kien Giang,An Minh,"9.6203828, 104.9451521",,
370,590,DNA - 93-95 Lê Văn Hiến,"93-95 Lê Văn Hiến, phường Khuê Mỹ, quận Ngũ Hành Sơn, Đà Nẵng",Central2,Da Nang,Ngu Hanh Son,"16.0235294, 108.2508019",,
371,591,DON - 665 Quốc lộ 20,"665 Quốc lộ 20, tổ 20, Khu phố Trần Cao Vân, Thị trấn Dầu Giây, Huyện Thống Nhất, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Thong Nhat,"10.9414658, 107.1352862",,
372,592,DON - So 3 Pho 1,"Số 3 Phố 1, Ấp 3, Xã Phú Vinh, Huyện Định Quán, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Dinh Quan,"11.2316858, 107.3787338",,
373,593,BTR - 72/7B To 9,"72/7B Tổ 9, Khu Phố 2, TT Chợ Lách, Huyện Chợ Lách, Tỉnh Bến Tre",Mekong1,Ben Tre,Cho Lach,"10.2582121, 106.1199962",,
374,598,HCM - 66 Nguyễn Du,"66 Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 1,"10.781798, 106.7013401",,
375,599,KHO - 19 Hoàng Diệu,"19 Hoàng Diệu, phường Vĩnh Nguyên, thành phố Nha Trang, tỉnh Khánh Hòa",Central1,Khanh Hoa,Nha Trang,"12.2205408, 109.2002526",,
376,600,DON - Thua Dat so 104,"Thửa đất số 104, tờ bản đồ 97, Quốc lộ 51, Khu phố Tân Mai 2, Phường Phước Tân, Thành phố Biên Hòa, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.8759907, 106.9093121",,
377,601,LAN - Thửa Đất 438 ĐT824,"Thửa đất số 438, tờ bản đồ số 7, ĐT824, Ấp Mới 2, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Tỉnh Long An",Mekong1,Long An,Duc Hoa,"10.8693505, 106.4970655",,
378,602,BDU - Ngã Tư Bến Trám,"Thửa đất số 109, tờ bản đồ 19, đường DT741, ấp 1A, xã Phước Hoà, huyện Phú Giáo, tỉnh Bình Dương",SouthEast2,Binh Duong,Phu Giao,"11.6367924, 106.9014498",,
379,603,HCM - 123 Lê Văn Quới,"123 Lê Văn Quới, Khu phố 2, Phường Bình Trị Đông, Quận Bình Tân, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Tan,"10.7744485, 106.6183201",,
380,604,LAN - 299 Quốc Lộ 50,"299 QL 50, Khu 1A, TT Cần Đước, Huyện Cần Đước, Tỉnh Long An",Mekong1,Long An,Can Duoc,"10.4948452, 106.6157699",,
381,605,DNA - 199-201 Tôn Đức Thắng,"199-201 Tôn Đức Thắng, phường Hoà Minh, Quận Liên Chiểu, Thành phố Đà Nẵng.",Central2,Da Nang,Lien Chieu,"16.057232, 108.172331",,
382,606,HCM - 385 Bùi Đình Túy,"385 Bùi Đình Túy, Phường 14, Quận Bình Thạnh, Hồ Chí Minh",HCM,Ho Chi Minh,Binh Thanh,"10.8064887, 106.6984141",,
383,607,LDO - Big C Đà Lạt,"Quảng trường Lâm Viên, đường Trần Quốc Toản, Phường 1, Thành phố Đà Lạt, Lâm Đồng",Highland1,Lam Dong,Da Lat,"11.9393622, 108.445203",,
