STT,Store Code,Store Name,Address,Region,Province,District,Latlong,,
623,921,NBI - 764 - 766 Trần Hưng Đạo,"Số 764-766 đường Trần Hưng Đạo, phố Trung Nhì, Phường Tân Thành, Thành Phố Ninh Bình, Tỉnh Ninh Bình",North,Ninh Binh,Ninh Binh,"20.2614482, 105.9694863",,
624,922,DON - 265 TL767,"Thửa đất số 265, tờ bản đồ số 19, tỉnh lộ 767, thôn Tây Lạc, Ấp An Chu, Xã Bắc Sơn, Huyện Trảng Bom, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Trang Bom,"10.9877496, 106.9665694",,
625,923,HCM - 54 - 56 đường số 3,"54 – 56 Đường số 3, khu dân cư Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Tan,"10.8081212, 106.5902116",,
626,924,DON - 101 Nguyễn Tất Thành,"101 Nguyễn Tất Thành, Tổ 1, Khu phố 5, Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Vinh Cuu,"11.0922508, 107.0363409",,
627,926,DNK - 57 Nguyễn Tất Thành,"57 Nguyễn Tất Thành, thị trấn Đắk Mâm, huyện Krông Nô, tỉnh Đắk Nông, Thị Trấn Đắk Mâm, Huyện Krông Nô, Tỉnh Đắk Nông",Highland2,Dak Nong,Krong No,"12.4667861, 107.8622635",,
628,928,BVT - 521 Đường số 6,"Thửa đất số 521, tờ bản đồ số 8, đường số 6, thôn Vĩnh Sơn, Xã Nghĩa Thành, Huyện Châu Đức, Tỉnh Bà Rịa - Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Chau Duc,"10.5913159, 107.2084109",,
629,929,DON - 08 Tổ 2,"08, Tổ 2, Khu phố 2, Phường Long Bình Tân, Thành Phố Biên Hòa, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.8969109, 106.8672365",,
630,930,BDU - 24A Cách Mạng Tháng Tám,"Thửa đất số 24a, tờ bản đồ C3, đường Cách Mạng Tháng Tám, Khu phố Thạnh Lợi, Phường An Thạnh, Thành phố Thuận An, Tỉnh Bình Dương",SouthEast2,Binh Duong,Thuan An,"10.9467186, 106.6893561",,
631,931,LAN - 50 - 52 CMT8,"Số 50-52 Đường Cách Mạng Tháng Tám, Khu phố 1, Thị Trấn Vĩnh Hưng, Huyện Vĩnh Hưng, Tỉnh Long An",Mekong1,Long An,Vinh Hung,"10.8854398, 105.7912491",,
632,932,DON - 53 Nguyễn Khắc Hiếu,"53 Nguyễn Khắc Hiếu, Khu phố Long Đức 1, Phường Tam Phước, Thành Phố Biên Hòa, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.8683254, 106.967059",,
633,934,LAN - 4/1 KII ô 2 Phan Văn Tình,"Số 4/1 KII Ô2 Đường Phan Văn Tình, Thị Trấn Thủ Thừa, Huyện Thủ Thừa, Tỉnh Long An",Mekong1,Long An,Thu Thua,"10.598409, 106.4045817",,
634,935,HCM - 156 đường 11,"156 đường số 11, Khu phố 5, Phường Linh Xuân, Thành phố Thủ Đức, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8865145, 106.7683187",,
635,936,BTH - 547 Trần Hưng Đạo,"547 Trần Hưng Đạo, Thị Trấn Thuận Nam, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận",Central1,Binh Thuan,Ham Thuan Nam,"10.8408423, 107.8610496",,
636,937,BTH - 270 đường 3 tháng 2,"270 Đường 3 Tháng 2, Thị Trấn Đức Tài, Huyện Đức Linh, Tỉnh Bình Thuận",Central1,Binh Thuan,Duc Linh,"11.1493701, 107.5067622",,
637,940,DNA - 362-364 Ông Ích Khiêm,"362-364 Ông Ích Khiêm, phường Vĩnh Trung, Quận Thanh Khê, thành phố Đà Nẵng.",Central2,Da Nang,Thanh Khe,"16.0696545, 108.2136924",,
638,941,ĐTH - 158 - 160 Nguyễn Huệ,"158 - 160 đường Nguyễn Huệ, Khóm 2, Phường 2, Thành Phố Cao Lãnh, Tỉnh Đồng Tháp",Mekong2,Dong Thap,Cao Lanh,"10.4567892, 105.6373644",,
639,944,HCM - 186 đường 51,"186 đường số 51, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.7939163, 106.7806081",,
640,945,"BDU - Ô 33,34,35,36 Hai Bà Trưng","Ô 33, Ô 34, Ô 35, Ô 36 - Lô B1; tờ bản đồ số: 1DH2, đường Hai Bà Trưng, khu phố Đông B, phường Đông Hòa, thành phố Dĩ An, tỉnh Bình Dương",SouthEast2,Binh Duong,Di An,"10.894976, 106.7781662",,
641,954,DLK - 245 Phan Chu Trinh,"245 Phan Chu Trinh, Phường Tân Lợi, Thành Phố Buôn Ma Thuột, Tỉnh Đắk Lắk",Highland2,Dak Lak,Buon Me Thuot,"12.6907037, 108.0491914",,
642,958,LDO - 97 Lê Hồng Phong,"97 Lê Hồng Phong, Phường 1, Thành Phố Bảo Lộc, Tỉnh Lâm Đồng",Highland1,Lam Dong,Bao Loc,"11.5434372, 107.8111346",,
643,961,HCM - 10/17 - 11A Đặng Thúc Vịnh,"10/17 - 11A đường Đặng Thúc Vịnh, ấp 7, Xã Đông Thạnh, Huyện Hóc Môn, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Hoc Mon,"10.9087628, 106.644186",,
644,962,BVT - 76 Nguyễn Hữu Thọ,"76 Nguyễn Hữu Thọ, Phường Phước Trung, Thành Phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Ba Ria,"10.4917359, 107.1737861",,
645,963,PYN - 83-83A Nguyễn Thái Học,"83-83A Nguyễn Thái Học, Phường 3, Thành Phố Tuy Hoà, Tỉnh Phú Yên",Central2,Phu Yen,Tuy Hoa,"13.0901905, 109.3028096",,
646,964,HNI - S2 KĐT Vinhomes Ocean Park,"01Sh18 Vinhomes Ocean Park, Xã Đa Tốn, Huyện Gia Lâm, Thành Phố Hà Nội",North,Ha Noi,Gia Lam,"20.9948063, 105.9464883",,
647,968,HCM - 404 Lê Văn Sỹ,"404 Lê Văn Sỹ, Phường 02, Quận Tân Bình, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Binh,"10.7888401, 106.6764202",,
648,969,TVI - 116 Đường 3/2,"Số 116 Đường 3/2, Khóm Minh Thuận B, Thị Trấn Cầu Ngang, Huyện Cầu Ngang, Tỉnh Trà Vinh",Mekong2,Tra Vinh,Cau Ngang,"9.7983849, 106.4518217",,
649,970,TGI - 73 ĐT867,"Số 73 đường DT867, Khu phố 1, Thị Trấn Mỹ Phước, Huyện Tân Phước, Tỉnh Tiền Giang",Mekong2,Tien Giang,Tan Phuoc,"10.4744327, 106.1962475",,
650,971,HCM - 140A Hoàng Hoa Thám,"140A Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Binh,"10.8015161, 106.647507",,
651,972,KHO - 17 Nguyễn Huệ,"17 Nguyễn Huệ, Thị Trấn Vạn Giã, Huyện Vạn Ninh, Tỉnh Khánh Hòa",Central1,Khanh Hoa,Van Ninh,"12.7012059, 109.2305795",,
652,973,BVT - D23 Đường Huyện 5,"D23 Đường Huyện 5, Tổ 1, Ấp Phước Thái, Xã Phước Tỉnh, Huyện Long Điền, Tỉnh Bà Rịa - Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Long Dien,"10.4084604, 107.1921409",,
653,974,LDO - 3 Thôn Phi Nôm,"Số 3, Tổ 27, Thôn Phi Nôm, Xã Hiệp Thạnh, Huyện Đức Trọng, Tỉnh Lâm Đồng",Highland1,Lam Dong,Duc Trong,"11.7841656, 108.4127686",,
654,975,BTH - 321 Ngô Quyền,"321 Ngô Quyền, Khu phố 2, Phường Tân An, Thị xã La Gi, Tỉnh Bình Thuận",Central1,Binh Thuan,Lagi,"10.6835132, 107.7499956",,
655,976,BTH - 345 Huỳnh Thúc Kháng,"345 Huỳnh Thúc Kháng, Phường Mũi Né, Thành Phố Phan Thiết, Tỉnh Bình Thuận",Central1,Binh Thuan,Phan Thiet,"10.9361476, 108.2861162",,
656,977,AGI - Đường DT941,"Đường DT941, Xã Cần Đăng, Huyện Châu Thành, Tỉnh An Giang",Mekong2,An Giang,Chau Thanh,"10.459007, 105.2873773",,
657,978,KGI - 194-195 Quốc Lộ 63,"194-195 Quốc Lộ 63, Khu phố 3, Thị Trấn Thứ Ba, Huyện An Biên, Tỉnh Kiên Giang",Mekong2,Kien Giang,An Bien,"9.7985752, 105.0448701",,
658,979,BTR - 38A Quốc Lộ 57B,"38A Quốc Lộ 57B, Khu phố 1, Thị Trấn Bình Đại, Huyện Bình Đại, Tỉnh Bến Tre",Mekong1,Ben Tre,Binh Dai,"10.1835411, 106.6953146",,
659,980,CTO - Hà Huy Giáp,"Đường Hà Huy Giáp, Thị Trấn Cờ Đỏ, Huyện Cờ Đỏ, Thành Phố Cần Thơ.",Mekong2,Can Tho,Co Do,"10.0928375, 105.4317414",,
664,981,QBI - 02 Hữu Nghị,"02 Hữu Nghị, Phường Bắc Lý, Thành Phố Đồng Hới, Tỉnh Quảng Bình",Central3,Quang Binh,Dong Hoi,"17.484158, 106.6035992",,
661,982,ĐTH - 104-106 Hùng Vương,"104-106 Hùng Vương, Khóm Thượng 1, Thị Trấn Thường Thới Tiền, Huyện Hồng Ngự, Tỉnh Đồng Tháp",Mekong2,Dong Thap,Hong Ngu,"10.8119188, 105.3383663",,
662,983,DON - 1441 Quốc Lộ 20,"1441 Quốc Lộ 20, Tổ 1, Ấp Ngọc Lâm 2, Xã Phú Xuân, Huyện Tân Phú, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Tan Phu,"11.2782705, 107.462707",,
663,984,BDU - 701 Đường ĐT744,"Thửa số 701, tờ bản đồ 36, đường ĐT 744, Khu phố Lồ Ồ, Phường An Tây, Thành phố Bến Cát, Tỉnh Bình Dương",SouthEast2,Binh Duong,Ben Cat,"11.0773679, 106.5646106",,
664,985,TVI - 17 Quốc Lộ 60,"Số 17, Đường Quốc Lộ 60, Khóm 4, Thị Trấn Tiểu Cần, Huyện Tiểu Cần, Tỉnh Trà Vinh",Mekong2,Tra Vinh,Tieu Cau,"9.9588007, 106.2476121",,
665,986,BTH - 38C Nguyễn Hội,"38C Nguyễn Hội, Phường Phú Trinh, Thành Phố Phan Thiết, Tỉnh Bình Thuận",Central1,Binh Thuan,Phan Thiet,"10.9348795, 108.0984209",,
666,987,BTH - 199 Hùng Vương,"199 Đường Hùng Vương, Thị Trấn Tân Nghĩa, Huyện Hàm Tân, Tỉnh Bình Thuận",Central1,Binh Thuan,Duc Linh,"10.8066163, 107.728092",,
667,988,DLK - 54 Nguyễn Tất Thành,"54 Nguyễn Tất Thành, Thị Trấn Krông Năng, Huyện Krông Năng, Tỉnh Đắk Lắk",Highland2,Dak Lak,Krong Nang,"12.9522461, 108.3440557",,
668,989,QNG - 11-13-15 Phạm Văn Đồng,"11-13-15 Phạm Văn Đồng, Thị Trấn Sông Vệ, Huyện Tư Nghĩa, Tỉnh Quảng Ngãi",Central2,Quang Ngai,Tu Nghia,"15.1174759, 108.8109947",,
669,990,BDI - 355 Nguyễn Huệ,"355 Nguyễn Huệ, Thị Trấn Tuy Phước, Huyện Tuy Phước, Tỉnh Bình Định",Central2,Binh Dinh,Tuy Phuoc,"13.8252575, 109.1681039",,
670,991,QTR - 48 Hùng Vương,"48 Hùng Vương, Thị trấn Diên Sanh, Huyện Hải Lăng, Tỉnh Quảng Trị",Central3,Quang Tri,Hai Lang,"16.6948075, 107.2481924",,
671,992,NTH - 544 Thôn Lạc Tân 1,"Thửa đất 544, tờ bản đồ số 28a, Thôn Lạc Tân 1, Xã Phước Diêm, Huyện Thuận Nam, Tỉnh Ninh Thuận",Central1,Ninh Thuan,Ham Thuan Nam,"10.5532535, 106.4847619",,
672,993,HAP - Số 37 Khu BH01 Vinhomes Imperia,"số 37 khu BH01 - ô số 1 lô OTM-5, khu đô thị Vinhomes Imperia, Phường Thượng Lý, Quận Hồng Bàng, Thành Phố Hải Phòng",North,Hai Phong,Hong Bang,"20.8633825, 106.6626076",,
673,994,THO - 73 Nguyễn Huệ,"73 Nguyễn Huệ, Phường Ngọc Trạo, Thị Xã Bỉm Sơn, Tỉnh Thanh Hóa",North,Thanh Hoa,Bim Son,"20.0801902, 105.856103",,
674,995,CTO - Ấp Thới Thuận A,"Ấp Thới Thuận A, Thị Trấn Thới Lai, Huyện Thới Lai, Thành Phố Cần Thơ",Mekong2,Can Tho,Thoi Lai,"10.0593434, 105.5650239",,
675,996,DON - 569 Quốc lộ 20,"569 Quốc lộ 20, Tổ 1, Khu 8, Thị Trấn Tân Phú, Huyện Tân Phú, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Tan Phu,"11.2664923, 107.4297712",,
676,997,BTR - Đường Tỉnh 885,"Đường Tỉnh 885, Ấp Tân Bình, Xã Tân Thủy, Huyện Ba Tri, Tỉnh Bến Tre.",Mekong1,Ben Tre,Ba Tri,"10.0086989, 106.6207802",,
677,998,BDI - 324 Quang Trung,"324 Quang Trung, Thị Trấn Phú Phong, Huyện Tây Sơn, Tỉnh Bình Định",Central2,Binh Dinh,Tay Son,"13.907478, 108.9188871",,
678,999,AGI - 110 Quốc Lộ 91,"110 Quốc Lộ 91, Thị Trấn Cái Dầu, Huyện Châu Phú, Tỉnh An Giang",Mekong2,An Giang,Chau Phu,"10.5809297, 105.2326545",,
679,1000,HNI - SO-02-T7 Vinhomes Times City,"SO-02-T7 Khu đô thị Vinhomes Times City, số 458 đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành Phố Hà Nội",North,Ha Noi,Hai Ba Trung,"20.9972755, 105.8671037",,
